Abendmahl;Hein-Köllisch-Platz  6, 20359 Hamburg;Abseits vom Trubel auf dem Kiez bietet das Abendmahl ein Ambiente zum wohlfühlen. Entspannen Sie sich bei frischen, internationalen Speisen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/abendmahl/
L'incontro da Cosimo;Weidenallee 25, 20357 Hamburg;Täglich frische italienische Spezialitäten zu kleinen Preisen bei Chef Cosimo.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/l-incontro-da-cosimo/
L'Orient;Osterstraße 146, 20255 Hamburg;Sagenhafte Köstlichkeiten aus dem Libanon;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/l-orient/
La Bruschetta;Dorotheenstraße 35, 22301 Hamburg;Prominenter Italiener nördlich der Alster. La Bruschetta bietet Klassiker der italienischen Küche und wechselnde Spezialitäten des Tages.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/la-bruschetta/
La Dolce Vita;An der Alster, 20099 Hamburg;Geheimtipp an der Außenalster;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/la-dolce-vita/
La Luna;Neuer Kamp 13, 20359 Hamburg;Italienische Klassiker und moderne Kreationen in charmantem Ambiente. Besonders frisch und qualitativ zu bezahlbaren Preisen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/la-luna/
La Mirabelle;Bundesstraße 15, 20146 Hamburg;Das La Mirabelle bietet Ihnen einen authentischen Einblick in die französische Restaurant-Kultur. Haute Cuisine am Rothenbaum.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/la-mirabelle/
Landhaus Scherrer;Elbchaussee 130, 22763 Hamburg;Kosten Sie moderne Kreationen auf Basis von norddeutschen Klassikern im renommierten Gourmet-Restaurant Landhaus Scherrer.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/landhaus-scherrer/
Laufauf;Kattrepel 2, 20095 Hamburg;Im Kontorhausviertel, zwei Minuten von der Mönckebergstrasse entfernt, liegt dieses im Kaufmännischen Ambiente gehaltene Restaurant. Die Speisenkarte umfasst neben zahlreichen typischen Hamburger Gerichten wie Labskaus oder Pannfisch, auch saisonale Genüsse wie z.B. Maischolle, Spargel oder Grünkohl.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/laufauf/
Le Canard Nouveau;Elbchaussee 139, 22763 Hamburg;Kosten Sie die ausgezeichneten Speisen von Chefkoch Ali Güngörmüs bei einem freien Blick auf die Elbe.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/le-canard-nouveau/
Le Jardin;Adenauerallee 41, 20097 Hamburg;Das Auge isst bekanntlich mit: Deshalb wird im Restaurant Le Jardin größten Wert darauf gelegt, dass all die feinen Dinge, die aus der Küche kommen, im entsprechenden Rahmen formvollendet serviert werden. Folgen Sie den Empfehlungen des Küchenchef und genießen Sie in aller Ruhe und stilvoller Atmosphäre sorgfältig auf die Saison abgestimmte feine Gerichte.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/le-jardin/
Le Plat du Jour;Dornbusch 4, 20095 Hamburg;"Im ""Brasserie""-Stil serviert das Plat du Jour feine französische Delikatessen. Ein Stück Frankreich im Zentrum von Hamburg.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/le-plat-du-jour/
Le Royal Méridien;An der Alster 52-56, 20099 Hamburg;Speisen und Getränke mit direktem Blick auf die Außenalster;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/le-royal-meridien/
Lokal 1;Kampstraße 25-27, 20357 Hamburg;Exquisite Feinschmecker-Menüs zu erschwinglichen Preisen bietet das Lokal 1 im Schanzenviertel. Angeschlossen ist ein Feinkostladen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/lokal-1/
mama Hamburg-City;Schauenburgerstrasse 44, 20095 Hamburg;mama ist die moderne Interpretation einer Trattoria: Frische Qualität zu moderaten Preisen, ein junges Designkonzept sowie freundliche Kellner sind das Markenzeichen. Hier gibt es neben einer abwechslungsreichen Auswahl von frischen Salaten, Suppen und kleinen Vorspeisen, verschiedene Pasta und knusprige Pizzas - vielleicht die besten Pizzas Hamburgs.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mama-hamburg-city/
mama Hamburg-Pöseldorf;Mittelweg 138, 20148 Hamburg;mama ist die moderne Interpretation einer Trattoria: Frische Qualität zu moderaten Preisen, ein junges Designkonzept sowie freundliche Kellner sind das Markenzeichen. Hier gibt es neben einer abwechslungsreichen Auswahl von frischen Salaten, Suppen und kleinen Vorspeisen, verschiedene Pasta und knusprige Pizzas - vielleicht die besten Pizzas Hamburgs.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mama-hamburg-poeseldorf/
Mamalicious;Max-Brauer-Allee 277, 22769 Hamburg;Pancakes, Waffeln, Cheesecake... Bei Mamalicious werden sündhafte Leckereien im amerikanischen Stil aufgetischt.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mamalicious/
Man Wah;Spielbudenplatz 18, 20359 Hamburg;Gönnen Sie sich eine Auszeit vom Trubel auf der Reeperbahn und genießen Sie die traditionellen Spezialitäten aus Fernost im Man Wah.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/man-wah/
Manee Thai;Schauenburger Straße 59, 20095 Hamburg;Traditionelles Thai-Restaurant im Herzen von Hamburgs Altstadt. Entdecken Sie längst in Vergessenheit geratene Klassiker der thailändischen Kochkunst.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/manee-thai/
Marbella;Dorotheen Straße 104, 22301 Hamburg;Der Klassiker unter Hamburgs spanischen Restaurants - mit mediterranem Ambiente, ausgefallenen warmen Tapas Variationen und wechselnden Angeboten an Fisch- und Fleischspezialitäten. Die umfangreiche Weinkarte und die vielen offenen Weine laden zum gemütlichen Verweilen ein. Hier stimmt das Preis-/Leistungsverhältnis!;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/marbella/
Mareas;Bellealliancestraße 44, 20259 Hamburg;Tapas-Bar für bodenständiges Publikum;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mareas/
Maredo Steak Restaurant;Millerntorplatz 1, 20359 Hamburg;Saftige Rindersteaks vom Grill, knackig-frische Salate vom Buffet, Fisch, Schweine- und Lammfleisch sowie vegetarische Gerichte: Im Maredo Restaurant direkt an der Ecke zur Reeperbahn genießen Sie das Beste aus der Küche Südamerikas.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/maredo-steak-restaurant/
Marinehof;Admiralitätstraße 77, 20459 Hamburg;"Zentrumsnah auf der Fleetinsel gelegen, zeichnet sich das ""Marinehof"" durch eine angenehme, lockere Atmosphäre, frisches bayrisches Bier vom Fass sowie viele vegetarisch und indisch inspirierte Gerichte aus. Aber auch vorzügliche Bratkartoffeln mit Matjes oder Roastbeef gibt es hier zu moderaten Preisen. Wechselt die Speisekarte schließlich zweimal täglich!";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/marinehof/
Marlin;Tarpen 40 / Haus 11, 22419 Hamburg;Gönnen Sie sich eine der köstlichen Fischspezialitäten in Verbindung mit einem Ausflug in Hamburgs Norden.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/marlin/
Matsumi;Colonnaden 96, 20354 Hamburg;Von Restaurant-Führern empfohlen;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/matsumi/
Mazza;Moorkamp 5, 20357 Hamburg;Lassen Sie sich von zahlreichen syrischen Spezialitäten in die kulinarischen Welten des Orients entführen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mazza/
Mövenpick Restaurant;Sternschanze 6, 20357 Hamburg;Das Hotel-Restaurant im ehemaligen Wasserturm aus dem 19. Jahrhundert verwöhnt Gäste und Besucher mit klassischer Schweizer Küche sowie internationalen und regionalen Spezialitäten. Im Sommer kann außerdem auch draußen auf der angrenzenden Terrasse mit 100 Sitzplätzen gespeist werden - mit einem wunderbaren Ausblick auf den Park.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/moevenpick-restaurant/
Mr. Kebab;Thadenstraße 4, 22767 Hamburg;Zwischen Sternschanze und Reeperbahn ist Mr. Kebab ein beliebter Treffpunkt für junge Hamburger. Türkische Köstlichkeiten gibt es hier in lockerem Ambiente.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/mr.-kebab/
Nau;Ditmar-Koel-Straße 13, 20459 Hamburg;Ein unscheinbarer Laden, aber einer der besten Portugiesen der Stadt. Genießen Sie hervorragende Fisch- und Fleischgerichte in dem beliebten Viertel am Hafen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/nau/
O Café Central;Große Bäckerstraße 4, 20095 Hamburg;Um die Ecke vom Hamburger Rathaus empfängt das O Café Central mit portugiesischen Speisen zu bezahlbaren Preisen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/o-cafe-central/
Oberhafen-Kantine;Stockmeyerstraße 39, 20457 Hamburg;Handgemachte Hausmannskost gibt es in der Oberhafen-Kantine. Ein Hamburger Imbiss mit Geschichte.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/oberhafen-kantine/
Oberstübchen;St. Pauli Fischmarkt 27, 20359 Hamburg;Das Oberstübchen ist Restaurant und Stadtteil-Café in einem. In familiärer Stimmung werden wechselnde Tagesgerichte, Kaffee und Kuchen serviert.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/oberstuebchen/
Old MacDonald;Stellinger Weg 33, 20255 Hamburg;Genießen Sie einen der besten Burger der Stadt in dieser originalen Pub-Atmosphäre. Das Old MacDonald ist ein klassisches American Diner und Sportsbar.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/old-macdonald/
Pàsalo Bien;Barmbeker Straße 70-72, 22303 Hamburg ;Tapas und andere spanische Delikatessen in iberischem Ambiente. Lassen Sie sich vom Pàsalo in südliche Gefilde entführen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/pasalo-bien/
Piment;Lehmweg 29, 20251 Hamburg;Die klassische Haute Cuisine Frankreichs wird im Piment mit marrokanischen Akzenten versehen. In diesem Familienbetrieb wird auf Qualität gesetzt.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/piment/
Pinakas;Grindelhof 64, 20146 Hamburg;Abseits von Gyros und Pommes bietet das Pinakas frische griechische Spezialitäten. Genießen Sie die feine Auswahl an exquisiten Vorspeisen!;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/pinakas/
Prinz Frederik;Abteistraße 14, 20149 Hamburg;In der alten Patriziervilla des Abtei Hotels erleben Sie kulinarische Hochgenüsse im mediterranen Stil.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/prinz-frederik/
Q-Bar;Silbersacktwiete 6, 20359 Hamburg;Die Q-Bar bietet hochwertige Klassiker der Tapas-Küche. Erholen Sie sich bei einer kleinen Mahlzeit und einem guten Wein vom Trubel auf der Reeperbahn.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/q-bar/
Quán Dò Street Kitchen;Georgsplatz 16, 20099 Hamburg;Eines der besten Restaurants für authentisches, vietnamesisches Essen. Nicht nur besonders lecker sondern auch äußerst preiswert.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/quan-do-street-kitchen/
R&B;Weidenallee 20, 20357 Hamburg ;Das R&B serviert internationale Speisen in einer außergewöhnlichen Sixties-Einrichtung. Genießen Sie bei gutem Essen die Ruhe abseits vom Schanzenviertel.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/r-b/
Rach & Ritchy;Holstenkamp 71, 22525 Hamburg;Ganz besonders feine Steaks finden Sie im Gourmet-Restaurant Rach & Ritchy.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/rach-ritchy/
RAVEN;Mittelweg 161, 20148 Hamburg;"Im neuen Design-Restaurant im edlen Stadtteil Pöseldorf trifft sich bei ""Sushi & Grill"" gerne auch einmal die deutsche Prominenz. Beeindruckend sind vor allem die 18 Meter lange Bar und die einmalige Dachterrasse mit bestem Alsterblick.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/raven/
raw like sushi & more Eppendorf;Martinistraße 5, 20251 Hamburg;"Im ""raw like sushi & more"" gibt es neben klassischem Sushi und monatlich wechselnden Maki Kreationen. Das ""& more"" steht für eine erweiterte Speisekarte mit warmen asiatische Gerichten und sogar warmem Sushi. Das Restaurant ist unterteilt in Raucher- und Nichtraucherbereiche. Wer möchte, kann auch in der gemütlichen Lounge mit Ledersesseln und im Sommer auf der Terrasse speisen.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/raw-like-sushi-more-eppendorf/
"Restaurant ""Unter Deck""";An der Alster 14, 20097 Hamburg;"In der Schifferstube ""Unter Deck"" finden Sie maritime Gemütlichkeit und eine entspannte Atmosphäre. Hier ist der Name Programm, denn das Restaurant samt kleinem Kaminzimmer befindet sich im Untergeschoss des relexa Hotel Bellevue. Die Dekoration, die fast auschliesslich aus Schiffszubehör besteht, verleiht dem Restaurant einen besonders gemütlichen Charme. Angeboten werden viele Fischgerichte, aber auch das klassische Schnitzel und Vegetarisches.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/restaurant-unter-deck/
Restaurant Al Dente;Schlüterstraße 86, 20146 Hamburg;Nicht nur die Pasta Al Dente, auch die anderen vielfältigen italienischen Spezialitäten auf der Karte sowie der täglich wechselnde Mittagstisch laden zum Verweilen ein - im Sommer auch auf der großen Terasse.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/restaurant-al-dente/
Restaurant Casa Mia;Grindelhof 65, 20146 Hamburg;Einen Grappa auf die gute Nachbarschaft!;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/restaurant-casa-mia/
Restaurant Olsen;Bellealliancestraße 45, 20259 Hamburg;Fleischlos glücklich in der Schanze;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/restaurant-olsen/
Restaurant Williamine;Kleiner Schäferkamp 16, 20357 Hamburg;Koch und Schauspieler Arthur Richelmann führt das wohl kleinste Gourmet-Restaurant Hamburgs.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/williamine/
Rive;Van-der-Smissen-Straße 1, 22767 Hamburg;Gönnen Sie sich einen frischen Fang des Tages, während Sie aus nächster Nähe die vorbeiziehenden Schlepper betrachten.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/rive/
Riverkasematten;St. Pauli Fischmarkt 28-32, 20359 Hamburg;"In den Riverkasematten kann man an 365 Tagen im Jahr nicht nur bei Frühstücks- und Mittagsbuffet, Cocktails und nächtlichen Snacks verweilen. Neben dem gastronomischen Angebot lockt das Restaurant auch mit Geschichte, einem einzigartigem Ambiente, Veranstaltungen sowie der ""schönsten Terrassen Hamburgs"" mit Sicht auf die Elbe.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/riverkasematten/
Sai Gon;Martinistraße 14, 20251 Hamburg;Genießen Sie in in exotischer Atmosphäre eine authentisch vietnamesische Küche mit à -la-minute Zubereitung aus ausschließlich frischen Zutaten und vielen Kräutern.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/sai-gon/
Schauermann;St. Pauli Hafenstraße 136-138, 20359 Hamburg;Genießen Sie feines Essen mit internationaler Ausrichtung in schickem Ambiente mit Elbblick.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/schauermann/
Schulauer Fährhaus;Parnaßstraße 29, 22880 Wedel;In den komplett renovierten Räumen des Schulauer Fährhauses direkt vor den Toren Hamburgs sorgt Küchenchef Franz Jost für frischen Wind aus seiner offenen Showküche heraus. Im Fine Dining Restaurant gibt es zwei exklusive Menüs zur Wahl die jeweils fein aufeinander abgestimmt sind. Bei bestem Blick auf die Elbe und die vorbeifahrenden Schiffe können die Gäste auch aus der umfangreichen Karte auswählen. Aus der Backstube sorgt Konditormeister Wieland Funk täglich für frische, hausgebacken Kuchen und Torten. Und die Begrüßungskapitäne begrüßen schon seit 1952 von 10 Uhr bis Sonnenuntergang die dicken Pötte auf der Elbe und versorgen die Gäste mit vielfältigen Information über das Schiff, das soeben begrüßt oder verabschiedet wurde. àœber 17.000 Karteikarten und der tägliche Hafenbericht sind ihre Hauptinformationsquellen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/schulauer-faehrhaus/
Seven Seas;Süllbergterrasse 12, 22587 Hamburg;Genießen Sie exquisite Fischspezialitäten mit französischem Charakter im Restaurant des Luxus-Hotels Süllberg.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/seven-seas/
Sgroi;Lange Reihe 40, 20099 Hamburg;Anna Sgroi gilt als eine der besten italienischen Köchinnen. In ihrem Restaurant in Hamburg zaubert sie edle Kreationen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/sgroi/
Shalimar;ABC-Str. 46-47, 20354 Hamburg;Wo seit über 23 Jahren eine wunderbare Auswahl von Scampi Madras bis Chicken Tandoori die Gäste begeistert, werden nicht nur Promis mit Handschlag begrüsst...;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/shalimar/
Ständige Vertretung;Stadthausbrücke 1-3, 20355 Hamburg;Mitten in der City am Fleet mit Blick auf den Michel gelegen, strahlt die Ständige Vertretung die Atmosphäre eines typisch rheinländischen Brauhauses aus - mit gut bürgerlicher Küche von elsässischem Flammekuchen bis Sauerbraten, Kölsch und rheinischer Fröhlichkeit. Das Restaurant ist aber auch eine Art politisches Bilderbuch - mit zig Fotografien von Menschen, Machern und Politikern.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/staendige-vertretung/
Strandperle;Schulberg, 22605 Hamburg;Hamburgs älteste Bar am Elbstrand ist eine feste Institution und erste Anlaufstelle an sonnigen Tagen. Perfekt für ein Alsterwasser am frühen Abend.;http://www.hamburg-tourism.de/erleben/nachtleben/beachclubs/strandperle/
Tai Tan;Am Kaiserkai 56, 20457 Hamburg;Das Tai Tan zelebriert die hohe Kochkunst der thailändischen Küche. Genießen sie authentische Speisen in einem einzigartigen Ambiente.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/tai-tan/
Tarantella;Stephansplatz 10, 20354 Hamburg;Ein umfangreiches Angebot an internationalen Speisen finden Sie im Tarantella. Die offene Küche in der Mitte des Ladens lässt sie an der Zubereitung teilhaben.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/tarantella/
Tati;Bellealliancestraße 35, 20259 Hamburg;Bistro-Spezialitäten für den Hunger zwischendurch;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/tati/
Teheran;Adenauer Alle 70, 20097 Hamburg;Die persischen Spezialitäten im Teheran sind eine willkomene Abwechslung zur mediterranen und mitteleuropäischen Küche.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/teheran/
Tide;Rothestraße 53, 22765 Hamburg;Gastro-Schätzchen in Ottensen;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/tide/
Trattoria Salento;Osterstraße 52, 20259 Hamburg;Klassiker der italienischen Küche in angenehmer Atmosphäre. Ein Stück Italien in Hamburg Eimsbüttel.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/trattoria-salento/
Tsao Yang;An der Alster 72-79, 20099 Hamburg;"Das Restaurant Tsao Yang (deutsch: ""Aufgehende Sonne"") bietet in edlem Ambiente und mit Blick auf Hamburgs Außenalster eine authentische chinesische Küche. Vorbild für die Gestaltung ist die uralte asiatische Harmonielehre Feng Shui. Besondere Attraktion ist die offene Küche, in der Küchenchef Jian Guo Wang kulinarische Köstlichkeiten wie die original Peking-Ente, die am Tisch tranchiert wird, zaubert.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/tsao-yang/
Turnhalle St. Georg;Lange Reihe 107, 20099 Hamburg;Ob Pizza oder Pasta, delikate Fleisch und Fischgerichte, Asiatisches oder ein breites Spektrum von Kleinigkeiten: Die Speisekarte der Turnhalle ist genauso bunt, weltoffen und innovativ wie der Stadtteil St. Georg. Restaurant, Bar und Lounge zugleich kann man sich hier einfach wohlfühlen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/turnhalle-st.-georg/
Wandrahm;Am Kaiserkai 13, 20457 Hamburg;Zwischen Elbphilharmonie und àœberseequartier bietet das Restaurant Wandrahm auf zwei Ebenen außergewöhnlichen Genuss für Auge und Geschmack. Im Erdgeschoss präsentiert es sich als Bistro und moderne Bar, im Galeriegeschoss als exklusives Restaurant.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/wandrahm/
Weinrestaurant Schoppenhauer;Reimerstwiete 20-22, 20457 Hamburg;In dem urigen Lokal, untergebracht in einem historischen Fachwerkgebäude gleich gegenüber der Hamburger Speicherstadt, lässt man es sich bei herzhaften Speisen, erlesenen Weine oder auch ein Glas Bier gut gehen. Das ideale Lokal auch für für Familien- und Betriebsfeiern.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/weinrestaurant-schoppenhauer/
Weltbühne;Gerhart-Hauptmann-Platz 70, 20095 Hamburg;Die Weltbühne ist ein stilvolles Restaurant im Thalia Theater. Auf der Karte stehen Wiener Kaffeehaus-Klassiker und wechselnde mediterrane Speisen.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/weltbuehne/
Williamine;Kleiner Schäferkamp 16, 20357 Hamburg;Wenn Essen zum Erlebnis wird...;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/williamine/
Zipang;Eppendorfer Weg 171, 20253 Hamburg;"Im Zipang fusionieren die authentisch japanische Kochkunst und europäische Einflüsse. ""Nouvelle Cuisine Japonaise"" nennt sich das Ergebnis.";http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/zipang/
Zum Alten Lotsenhaus;Övelgönne 13, 22605 Hamburg;In den geschichtsträchtigen Wänden des Alten Lotsenhauses wird die Tradition der norddeutschen Küche in gehobenem Stil gewahrt.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/zum-alten-lotsenhaus/
Zum Schiffchen;Großer Grasbrook 9, 20457 Hamburg;Das im Brauhausstil gehaltene Restaurant ist ein Ableger des renommierten Restaurant Brauerei Zum Schiffchen aus Düsseldorf. Mit seiner Duckstein-Lounge, langem Tresen und Außenterrasse ist es modern und gleichzeitig urig - und liegt mitten in der HafenCity, in direkter Nähe zur Elbphilharmonie und den Magellan-Terrassen. Die rheinische Brauhausküche wird durch regionale Spezialitäten und eine große Auswahl an Bieren ergänzt.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/zum-schiffchen/
Zur Traube;Karl-Theodor-Straße 4, 22765 Hamburg;Die Traube ist Hamburgs älteste Weinstube und unter alteingesessenen Bewohnern der französische Geheimtipp.;http://www.hamburg-tourism.de/erleben/essen-trinken/alle-restaurants-im-blick/zur-traube/
